"","city","tmpd","dptp","date","pm25tmean2","pm10tmean2","o3tmean2","no2tmean2"
"1121","chic",30.5,20,1990-01-25,NA,22,11.055555556,17.508116883
"1122","chic",25.5,27.75,1990-01-26,NA,30,8.5,27.30952381
"1123","chic",37.5,19.5,1990-01-27,NA,25,17,16.510416667
"1124","chic",30.5,18.125,1990-01-28,NA,27,7.0416666667,21.036458333
"1125","chic",34,17.5,1990-01-29,NA,50.125,3.2916666667,41.353039042
"1126","chic",34.5,21.375,1990-01-30,NA,28.5,9.0869565217,21.586215415
"1127","chic",30.5,33.875,1990-01-31,NA,35,8.4583333333,28.28902512
"1128","chic",41,31.75,1990-02-01,NA,32,14.958333333,21.696331522
"1129","chic",30,25.875,1990-02-02,NA,32,20.833333333,17.099977355
"1130","chic",33,31,1990-02-03,NA,25.5,7.875,21.026041667
"1131","chic",34,28.5,1990-02-04,NA,20.875,20.041666667,19.268229167
"1132","chic",41.5,36.75,1990-02-05,NA,24,8.5416666667,24.763257576
"1133","chic",38.5,36.625,1990-02-06,NA,31.5,2.5,28.570339912
"1134","chic",37,37.25,1990-02-07,NA,36.5,5.4583333333,24.379385965
"1135","chic",50,47.625,1990-02-08,NA,31,21.25,24.596875
"1136","chic",41.5,22.375,1990-02-09,NA,40,17.541666667,21.541666667
"1137","chic",32,24.75,1990-02-10,NA,23.375,12.5,25.890625
"1138","chic",28.5,20.125,1990-02-11,NA,29.5,15.875,24.666666667
"1139","chic",38.5,40.375,1990-02-12,NA,36,7.4166666667,28.328125
"1140","chic",41,23.5,1990-02-13,NA,NA,20.875,17.000710227
"1141","chic",27,25,1990-02-14,NA,14,28.916666667,12.095342007
"1142","chic",29.5,29,1990-02-15,NA,22.5,22.75,16.353074009
"1143","chic",27.5,15.625,1990-02-16,NA,23.5,17.291666667,21.535485934
"1144","chic",21,14.75,1990-02-17,NA,22,16.291666667,26.506944444
"1145","chic",32,26.375,1990-02-18,NA,28,20.166666667,21.595238095
"1146","chic",24,6.875,1990-02-19,NA,30.5,22.291666667,26.692708333
"1147","chic",20.5,15.5,1990-02-20,NA,53,8.4761904762,44.859045619
"1148","chic",34,30.125,1990-02-21,NA,30.5,7.125,40.127935606
"1149","chic",36,32,1990-02-22,NA,23,11.916666667,28.320748604
"1150","chic",32.5,25.75,1990-02-23,NA,19,21.041666667,26.71875
"1151","chic",21,-2.5,1990-02-24,NA,75,29.125,11.471354167
"1152","chic",11,-2.625,1990-02-25,NA,23.5,23.5,19.288690476
"1153","chic",23,22,1990-02-26,NA,25,11.375,27.511732229
"1154","chic",32.5,14.5,1990-02-27,NA,34,16.833333333,28.32753556
"1155","chic",24.5,12.625,1990-02-28,NA,31.5,19.666666667,30.244338768
"1156","chic",30.5,25.25,1990-03-01,NA,35,15.458333333,30.645833333
"1157","chic",39.5,28.25,1990-03-02,NA,44,13.666666667,27.999337121
"1158","chic",29,9,1990-03-03,NA,20.5,26.166666667,18.855729167
"1159","chic",30.5,22.625,1990-03-04,NA,33,16.041666667,29.03125
"1160","chic",33,26.625,1990-03-05,NA,24.5,22.041666667,20.694791667
"1161","chic",29,13.75,1990-03-06,NA,28.333333333,32.25,17.006167655
"1162","chic",29.5,21.75,1990-03-07,NA,41.5,24.291666667,26.784399704
"1163","chic",40.5,46.625,1990-03-08,NA,29,8.3636363636,31.005855331
"1164","chic",46,43.375,1990-03-09,NA,33,9.9583333333,27.461466165
"1165","chic",51,45.625,1990-03-10,NA,36,6.2916666667,29.761904762
"1166","chic",57.5,61.125,1990-03-11,NA,26.5,16.708333333,21.833333333
"1167","chic",70.5,56.625,1990-03-12,NA,26.857142857,25.875,16.840367965
"1168","chic",67,61.375,1990-03-13,NA,28.5,11.888888889,24.863121706
"1169","chic",65,55.75,1990-03-14,NA,27,20.833333333,25.15334145
"1170","chic",57.5,39.125,1990-03-15,NA,20.5,23.916666667,22.854166667
"1171","chic",51,35.75,1990-03-16,NA,28,26.625,21.169196429
"1172","chic",41,26.25,1990-03-17,NA,26,31.208333333,9.8567708333
"1173","chic",36,22.5,1990-03-18,NA,16.285714286,29.541666667,11.372395833
"1174","chic",26.5,11,1990-03-19,NA,27.5,21.80952381,18.555999373
"1175","chic",33,24.5,1990-03-20,NA,35,14.797979798,31.562405303
"1176","chic",47.5,34.5,1990-03-21,NA,44,20.302083333,31.395153986
"1177","chic",45,37.125,1990-03-22,NA,36,19.066666667,27.21875
"1178","chic",31,9.125,1990-03-23,NA,28,28.729739011,16.142992424
"1179","chic",31,15.375,1990-03-24,NA,25.625,24.614583333,20.203125
"1180","chic",34.5,22.375,1990-03-25,NA,26,22.265625,18.083333333
"1181","chic",33,20.5,1990-03-26,NA,19,22.970238095,22.181838768
"1182","chic",35.5,21.375,1990-03-27,NA,58,13.528679654,42.348958333
"1183","chic",41.5,25.75,1990-03-28,NA,41,16.592331581,41.567708333
"1184","chic",41.5,40.375,1990-03-29,NA,39,13.19047619,27.604166667
"1185","chic",41.5,35.75,1990-03-30,NA,38,19.544981061,24.70534832
"1186","chic",41.5,41.5,1990-03-31,NA,57,17.328125,29.140625
"1187","chic",48,43,1990-04-01,NA,34,14.958333333,27.00297619
"1188","chic",38,29.875,1990-04-02,NA,17.5,16.970238095,15.132142857
"1189","chic",41.5,27.25,1990-04-03,NA,27,21.916666667,23.171372106
"1190","chic",43,37,1990-04-04,NA,46,11.702922078,40.327380952
"1191","chic",38,16.625,1990-04-05,NA,29.625,18.047619048,26.120748299
"1192","chic",31,17.125,1990-04-06,NA,37.5,17.43452381,27.318452381
"1193","chic",33.5,16.5,1990-04-07,NA,23,18.202380952,26.913690476
"1194","chic",46,30.375,1990-04-08,NA,28,21.363095238,31.904761905
"1195","chic",51,44.125,1990-04-09,NA,36,17.65625,32.76889234
"1196","chic",41.5,22.25,1990-04-10,NA,23,20.047619048,23.508022774
"1197","chic",36,17.5,1990-04-11,NA,25.428571429,18.997929607,24.398809524
"1198","chic",35,23.625,1990-04-12,NA,28.5,18.875,28.168244949
"1199","chic",41.5,41.625,1990-04-13,NA,32,16.18452381,33.680555556
"1200","chic",48.5,36.375,1990-04-14,NA,32,21.642857143,23.944444444
"1201","chic",48.5,32.75,1990-04-15,NA,37,24.696428571,22.180555556
"1202","chic",48,39.875,1990-04-16,NA,NA,21.425465839,31.083333333
"1203","chic",39,20.375,1990-04-17,NA,25.75,26.27820911,21.002199793
"1204","chic",41.5,22.125,1990-04-18,NA,30,21.79684265,34.812770563
"1205","chic",49.5,45.75,1990-04-19,NA,40,18.980263158,31.670454545
"1206","chic",56,56.875,1990-04-20,NA,29.5,7.2409655562,32.649940068
"1207","chic",55.5,39.125,1990-04-21,NA,28,17.898809524,26.285714286
"1208","chic",55.5,44.75,1990-04-22,NA,95,24.69047619,43.869047619
"1209","chic",65.5,58.375,1990-04-23,NA,50.125,29.779761905,42.222222222
"1210","chic",76.5,56.875,1990-04-24,NA,41.5,29.375,25.39389234
"1211","chic",76.5,61,1990-04-25,NA,58,25.148809524,26.612012987
"1212","chic",75,57,1990-04-26,NA,53,31.321428571,20.835909561
"1213","chic",73.5,56.125,1990-04-27,NA,61,35.523809524,24.586734694
"1214","chic",61,48.75,1990-04-28,NA,26,24.946428571,17.800595238
"1215","chic",58.5,51,1990-04-29,NA,33.142857143,16.827380952,15.854166667
"1216","chic",55,31.25,1990-04-30,NA,47,15.791666667,21.783549784
"1217","chic",52,26,1990-05-01,NA,55,26.14699793,23.863671654
"1218","chic",54,33.625,1990-05-02,NA,61.5,23.875,34.251552795
"1219","chic",51.5,44.5,1990-05-03,NA,55,22.833333333,28.829710145
"1220","chic",46.5,41.625,1990-05-04,NA,21.5,33.770833333,17.542748918
"1221","chic",51,45.125,1990-05-05,NA,34.125,33.442708333,24.470238095
"1222","chic",52.5,44.5,1990-05-06,NA,26,24.765625,27.659863946
"1223","chic",62.5,48.875,1990-05-07,NA,49,34.387681159,24.443236715
"1224","chic",70.5,55.75,1990-05-08,NA,63,44.732142857,18.606709957
"1225","chic",62.5,56.875,1990-05-09,NA,80,30.650219298,24.555555556
"1226","chic",43.5,36.75,1990-05-10,NA,17,18.380208333,12.699404762
"1227","chic",49.5,36.25,1990-05-11,NA,32.25,24.359375,32.536616162
"1228","chic",50.5,48,1990-05-12,NA,26.5,27.28125,21.839209402
"1229","chic",54.5,43,1990-05-13,NA,33,43.682291667,14.629166667
"1230","chic",56.5,59.125,1990-05-14,NA,27.5,23.473214286,29.572619048
"1231","chic",55.5,54,1990-05-15,NA,51.5,15.544981061,27.200559947
"1232","chic",66.5,57.25,1990-05-16,NA,26.5,24.891098485,21.063888889
"1233","chic",56,41.625,1990-05-17,NA,71,28.255208333,11.229166667
"1234","chic",60.5,43.625,1990-05-18,NA,60,32.122509058,22.150793651
"1235","chic",62.5,63,1990-05-19,NA,25,27.859375,25.680555556
"1236","chic",54.5,46.125,1990-05-20,NA,17,21.114583333,12.557142857
"1237","chic",52.5,41.5,1990-05-21,NA,15,21.114583333,14.210921325
"1238","chic",52.5,40.75,1990-05-22,NA,18.5,22.942481884,23.106060606
"1239","chic",57,50.125,1990-05-23,NA,52.625,22.038949275,38.378586217
"1240","chic",61.5,50,1990-05-24,NA,47,30.995800395,40.011904762
"1241","chic",56.5,56.25,1990-05-25,NA,39,26.417798913,30.136128364
"1242","chic",59.5,51.375,1990-05-26,NA,46.5,39.312047101,19.386904762
"1243","chic",63,46,1990-05-27,NA,41,50.416666667,18.351190476
"1244","chic",62.5,44.25,1990-05-28,NA,28,40.807291667,14.223214286
"1245","chic",55,29.375,1990-05-29,NA,28.875,30.611639493,13.45626294
"1246","chic",53.5,33.375,1990-05-30,NA,41,30.234375,23.732648692
"1247","chic",57.5,41.125,1990-05-31,NA,68,28.593907828,39.108585859
"1248","chic",74,65.625,1990-06-01,NA,59,36.869791667,31.070449392
"1249","chic",74.5,55.625,1990-06-02,NA,85,30.505208333,15.027777778
"1250","chic",61,41.5,1990-06-03,NA,103,25.843005952,7.5723128019
"1251","chic",53,30.625,1990-06-04,NA,25.285714286,22.715476779,17.919570546
"1252","chic",53,51.375,1990-06-05,NA,38,14.011260705,34.449516908
"1253","chic",69,48.875,1990-06-06,NA,50,20.377840909,30.368686869
"1254","chic",65.5,53.875,1990-06-07,NA,46.5,23.644412879,32.475694444
"1255","chic",70,63.875,1990-06-08,NA,51,19.430027174,30.607076197
"1256","chic",72.5,55,1990-06-09,NA,33.5,32.380208333,20.135416667
"1257","chic",64.5,50.75,1990-06-10,NA,17.875,31.859375,15.989583333
"1258","chic",65.5,55.375,1990-06-11,NA,41.5,30.40625,32.868055556
"1259","chic",78,62.5,1990-06-12,NA,92,46.627840909,24.644625604
"1260","chic",81.5,69,1990-06-13,NA,60,48.722301136,23.75
"1261","chic",71,61.5,1990-06-14,NA,27,32.269927536,21.80626294
"1262","chic",71,57.875,1990-06-15,NA,40.5,35.695425725,29.458829365
"1263","chic",74,68.875,1990-06-16,NA,54.875,35.364583333,29.697916667
"1264","chic",78.5,71.375,1990-06-17,NA,37.5,41.71875,8.9300595238
"1265","chic",71,55.875,1990-06-18,NA,34,33.800951087,12.604861111
"1266","chic",63,52.875,1990-06-19,NA,31.5,19.328639657,20.47826087
"1267","chic",69,63.875,1990-06-20,NA,32,21.520833333,26.152777778
"1268","chic",72,62.75,1990-06-21,NA,41.5,19.436079545,26.902942468
"1269","chic",66.5,57.125,1990-06-22,NA,24.571428571,20.28125,18.977958937
"1270","chic",65,54.875,1990-06-23,NA,28.5,18.979166667,9.3333333333
"1271","chic",64,45.75,1990-06-24,NA,27,23.25,18.135416667
"1272","chic",69.5,58.5,1990-06-25,NA,37,23.520833333,30.632841615
"1273","chic",75.5,69.375,1990-06-26,NA,42,29.933823529,29.974508282
"1274","chic",74.5,55.625,1990-06-27,NA,43,30.729166667,32.912563131
"1275","chic",72.5,68.125,1990-06-28,NA,52.375,29.348958333,32.902928744
"1276","chic",73.5,69.125,1990-06-29,NA,21.5,33.535416667,27.320350242
"1277","chic",80,70.375,1990-06-30,NA,40,35.328125,24.381944444
"1278","chic",66.5,55.5,1990-07-01,NA,18,20.713541667,11.256944444
"1279","chic",69.5,61.25,1990-07-02,NA,36,29.028532609,25.829861111
"1280","chic",77,71.75,1990-07-03,NA,51.5,47.402297431,28.624303233
"1281","chic",86.5,73.375,1990-07-04,NA,60.625,52.229166667,12.816789216
"1282","chic",73.5,55.25,1990-07-05,NA,33,29.026041667,17.532381826
"1283","chic",63,50.125,1990-07-06,NA,16,21.266757246,11.829861111
"1284","chic",67,57.375,1990-07-07,NA,28,31.729166667,19.225694444
"1285","chic",83.5,70.625,1990-07-08,NA,53,45.25,14.961805556
"1286","chic",81,64,1990-07-09,NA,38.5,37.369791667,22.283251996
"1287","chic",70.5,61.625,1990-07-10,NA,37.5,23.775588768,27.036858974
"1288","chic",67,54.875,1990-07-11,NA,17,28.307291667,15.128517316
"1289","chic",66,54.625,1990-07-12,NA,18,24.462719298,11.504816017
"1290","chic",62.5,53.625,1990-07-13,NA,13,22.973958333,13.714285714
"1291","chic",62,58.75,1990-07-14,NA,28,17.208026961,15.12202381
"1292","chic",65,62.125,1990-07-15,NA,29,16.067708333,22.458333333
"1293","chic",70.5,68.5,1990-07-16,NA,32.25,27.108695652,25.846014493
"1294","chic",78,63.75,1990-07-17,NA,41,41.421875,25.167831263
"1295","chic",78.5,67.625,1990-07-18,NA,47,26.380328218,29.241071429
"1296","chic",77.5,68,1990-07-19,NA,47.5,18.490131579,26.910714286
"1297","chic",68,63.25,1990-07-20,NA,20,19.552083333,22.897997835
"1298","chic",69.5,57.875,1990-07-21,NA,24,23.624255952,21.12202381
"1299","chic",68.5,61,1990-07-22,NA,15.375,29.375,12.035714286
"1300","chic",68.5,57.75,1990-07-23,NA,36.5,20.211091897,26.303258145
"1301","chic",69.5,61.5,1990-07-24,NA,48,18.619791667,34.357482993
"1302","chic",72,63,1990-07-25,NA,37.5,24.883119824,32.579099472
"1303","chic",75.5,62.5,1990-07-26,NA,51,31.262038867,30.907468205
"1304","chic",74.5,65.75,1990-07-27,NA,74,47.541666667,30.035714286
"1305","chic",79,70.5,1990-07-28,NA,87.75,51.083333333,21.339285714
"1306","chic",79.5,70.375,1990-07-29,NA,55,33.15625,13.55952381
"1307","chic",69.5,58.125,1990-07-30,NA,23,18.575892857,10.316249227
"1308","chic",62,49.625,1990-07-31,NA,14.5,18.905570652,11.766810183
"1309","chic",63.5,57.625,1990-08-01,NA,42,23.130952381,22.557065217
"1310","chic",69,57.375,1990-08-02,NA,38,31.162202381,30.43452381
"1311","chic",75.5,69.375,1990-08-03,NA,66,38.269668737,30.567176871
"1312","chic",76.5,66,1990-08-04,NA,19,28.895833333,28.666666667
"1313","chic",68.5,57.75,1990-08-05,NA,13,20.045138889,11.267857143
"1314","chic",61,49.625,1990-08-06,NA,9.5,17.3671875,10.600297619
"1315","chic",63.5,54.5,1990-08-07,NA,38,19.753787879,24.015847248
"1316","chic",69,56,1990-08-08,NA,48.5,21.449016563,36.179112554
"1317","chic",69,56.5,1990-08-09,NA,55.857142857,33.791666667,38.496212121
"1318","chic",72,63.625,1990-08-10,NA,45,38.145833333,42.395833333
"1319","chic",73,65.375,1990-08-11,NA,60.5,48.145833333,21.114583333
"1320","chic",68.5,64.25,1990-08-12,NA,29,31.229166667,22.8125
"1321","chic",63,51.375,1990-08-13,NA,20.5,17.196056548,13.273552106
"1322","chic",65.5,62.125,1990-08-14,NA,26,17.183423913,21.779795957
"1323","chic",74.5,66.75,1990-08-15,NA,54.285714286,28.410714286,20.538690476
"1324","chic",73,68.625,1990-08-16,NA,55,30.964285714,23.191558442
"1325","chic",72,71,1990-08-17,NA,40.5,15.083333333,22.753364389
"1326","chic",80.5,75.25,1990-08-18,NA,25,35.161458333,18.988095238
"1327","chic",75.5,68.5,1990-08-19,NA,18.5,31.4375,7.7351190476
"1328","chic",71.5,69.375,1990-08-20,NA,16,12.140625,13.810606061
"1329","chic",68,66.25,1990-08-21,NA,18.5,9.8333333333,11.780109771
"1330","chic",69,63.25,1990-08-22,NA,21.5,24.931418219,13.732638889
"1331","chic",70.5,64.25,1990-08-23,NA,39,24.151721014,20.280769653
"1332","chic",75,67.125,1990-08-24,NA,28,25.918025362,28.451388889
"1333","chic",76.5,69.75,1990-08-25,NA,50,29.749773551,25.069444444
"1334","chic",78.5,73.25,1990-08-26,NA,82,42.119047619,18.766455314
"1335","chic",82.5,75.875,1990-08-27,NA,90.285714286,36.309782609,22.996682665
"1336","chic",82.5,70.5,1990-08-28,NA,53.5,33.404761905,22.595833333
"1337","chic",75.5,57.875,1990-08-29,NA,36,29.486380694,21.707476551
"1338","chic",69,53.875,1990-08-30,NA,25.5,40.916666667,30.166666667
"1339","chic",70,60.75,1990-08-31,NA,58,50.638888889,46.194444444
"1340","chic",78,69.125,1990-09-01,NA,64,39.880208333,34.777777778
"1341","chic",73,61.25,1990-09-02,NA,34.166666667,24.241071429,21.4375
"1342","chic",71,60.875,1990-09-03,NA,23.5,22.857142857,23.027777778
"1343","chic",79,73.375,1990-09-04,NA,84,28.56547619,29.381120993
"1344","chic",77,69.125,1990-09-05,NA,52,30.892857143,25.943181818
"1345","chic",83,70.5,1990-09-06,NA,56.5,30.673809524,31.047619048
"1346","chic",72,63.25,1990-09-07,NA,13.5,28.578125,14.495941558
"1347","chic",72,64.625,1990-09-08,NA,41,19.744791667,17.431547619
"1348","chic",73,65.75,1990-09-09,NA,43,22.697916667,26.473214286
"1349","chic",75.5,68.375,1990-09-10,NA,69,36.173611111,34.218795094
"1350","chic",74,67.875,1990-09-11,NA,58.5,30.372282609,22.1251294
"1351","chic",74.5,64.5,1990-09-12,NA,94,28.381068841,42.130952381
"1352","chic",74.5,65.625,1990-09-13,NA,69.5,25.139039855,39.066259398
"1353","chic",65.5,54.625,1990-09-14,NA,38.625,15.286458333,15.576441103
"1354","chic",63,54,1990-09-15,NA,23.5,15.296875,18.491071429
"1355","chic",57,47.5,1990-09-16,NA,10.5,20.364583333,11.820833333
"1356","chic",56,46.25,1990-09-17,NA,19,17.75,17.892857143
"1357","chic",55.5,49.875,1990-09-18,NA,17,11.896173007,28.154373706
"1358","chic",57.5,50.5,1990-09-19,NA,28,5.5066287879,19.921432605
"1359","chic",59.5,50.75,1990-09-20,NA,37.428571429,17.282217556,30.3374069
"1360","chic",62,46.625,1990-09-21,NA,26,10.553571429,29.527777778
"1361","chic",56.5,42.25,1990-09-22,NA,21,9.0476190476,17.84375
"1362","chic",50.5,35.25,1990-09-23,NA,17.5,15.327380952,16.111111111
"1363","chic",53.5,38.5,1990-09-24,NA,34,16.897959184,24.854437229
"1364","chic",67,51.75,1990-09-25,NA,42,20.964285714,25.738095238
"1365","chic",67.5,52.625,1990-09-26,NA,46.875,14.678571429,31.351731602
"1366","chic",65.5,51.75,1990-09-27,NA,45.5,19.600749341,40.898026404
"1367","chic",61,54.125,1990-09-28,NA,48,18.181590752,26.439217822
"1368","chic",58.5,51.125,1990-09-29,NA,12.5,15.273809524,10.381944444
"1369","chic",52.5,40.25,1990-09-30,NA,17,11.744047619,14.17797619
"1370","chic",57,38.25,1990-10-01,NA,43.5,9.4800724638,26.854813665
"1371","chic",56.5,41.125,1990-10-02,NA,47.75,15.467132505,34.520525799
"1372","chic",67,58.125,1990-10-03,NA,28.5,21.656832298,21.453486731
"1373","chic",57.5,40.5,1990-10-04,NA,32,10.267857143,18.399659864
"1374","chic",68.5,55,1990-10-05,NA,29,24.345238095,21.010358689
"1375","chic",75,56.375,1990-10-06,NA,39,34.946428571,15.423136646
"1376","chic",55,48.5,1990-10-07,NA,5.5,20.238095238,6.7261719905
"1377","chic",50.5,46.75,1990-10-08,NA,8,13.023809524,9.7261904762
"1378","chic",47,43.5,1990-10-09,NA,NA,20.128364389,10.336309524
"1379","chic",41.5,35.25,1990-10-10,NA,10,11.244047619,11.947360248
"1380","chic",46.5,35.875,1990-10-11,NA,46.5,9.4216485507,28.239130435
"1381","chic",48.5,42.125,1990-10-12,NA,65,9.6262939959,41.480590062
"1382","chic",52,45.375,1990-10-13,NA,50.5,14.839285714,30.982142857
"1383","chic",53.5,48.5,1990-10-14,NA,25.857142857,18.321428571,20.589285714
"1384","chic",51,40.625,1990-10-15,NA,30.5,5.0195578231,21.789440994
"1385","chic",56,52.25,1990-10-16,NA,27,13.244047619,26.62797619
"1386","chic",65,55.375,1990-10-17,NA,45,34.672619048,17.56547619
"1387","chic",43,28.875,1990-10-18,NA,16.5,13.55952381,8.3272515528
"1388","chic",40.5,32.875,1990-10-19,NA,21,7.9285714286,21.467885375
"1389","chic",54.5,36,1990-10-20,NA,26.625,13.875,21.349914966
"1390","chic",49,37,1990-10-21,NA,25,15.553571429,13.488095238
"1391","chic",43.5,33.875,1990-10-22,NA,47,8.4047619048,24.833721532
"1392","chic",46.5,37.625,1990-10-23,NA,49,6.7343073593,32.38666949
"1393","chic",46.5,33.5,1990-10-24,NA,36,9.0613354037,21.383928571
"1394","chic",40,31.75,1990-10-25,NA,22,9.7797619048,19.25
"1395","chic",41,31.125,1990-10-26,NA,45.625,6.2313664596,27.047675121
"1396","chic",52.5,33,1990-10-27,NA,51,13.636904762,14.878472222
"1397","chic",41,28.625,1990-10-28,NA,17,12.916666667,14.854166667
"1398","chic",45.5,30.625,1990-10-29,NA,29.5,7.7142857143,24.482638889
"1399","chic",60,48.875,1990-10-30,NA,58,16.767339545,31.951388889
"1400","chic",58,49.625,1990-10-31,NA,63.5,10.285714286,41.683716868
"1401","chic",60,44.125,1990-11-01,NA,60.428571429,23.041666667,29.623188406
"1402","chic",65.5,52.375,1990-11-02,NA,49.5,26.541666667,27.980676329
"1403","chic",59.5,51.125,1990-11-03,NA,44,19.208333333,22.263888889
"1404","chic",42,38.5,1990-11-04,NA,4,19.666666667,7.35
"1405","chic",39.5,32.625,1990-11-05,NA,9,16.333333333,10.201994434
"1406","chic",36.5,35,1990-11-06,NA,24,5.25,18.553571429
"1407","chic",34,20.375,1990-11-07,NA,26.714285714,10.291666667,14.727335791
"1408","chic",31.5,27,1990-11-08,NA,33.5,3.3333333333,23.841334541
"1409","chic",37,33,1990-11-09,NA,29,2.125,19.180555556
"1410","chic",40.5,22,1990-11-10,NA,27,7.75,17.361111111
"1411","chic",37.5,28.875,1990-11-11,NA,20,7.125,20.291666667
"1412","chic",38,17.125,1990-11-12,NA,NA,9.9583333333,23.079861111
"1413","chic",38,29.875,1990-11-13,NA,43.25,7.8333333333,27.085638999
"1414","chic",51,38.5,1990-11-14,NA,40.5,5.9166666667,30.977225673
"1415","chic",61,49.5,1990-11-15,NA,47,26.041666667,25.678075397
"1416","chic",47.5,32,1990-11-16,NA,38,13.375,19.394570707
"1417","chic",42,29.625,1990-11-17,NA,25,10.208333333,23.4875
"1418","chic",45.5,33.125,1990-11-18,NA,31,8.125,26.533333333
"1419","chic",44,38.5,1990-11-19,NA,58.571428571,3.0833333333,27.663812033
"1420","chic",44.5,42.25,1990-11-20,NA,48,6.2083333333,32.360119048
"1421","chic",59.5,53.25,1990-11-21,NA,35,11.041666667,22.336805556
"1422","chic",43.5,32.25,1990-11-22,NA,27.5,8.1666666667,16.6875
"1423","chic",42,17.375,1990-11-23,NA,18,15.416666667,11.638636364
"1424","chic",42,30,1990-11-24,NA,NA,3.8333333333,20.591666667
"1425","chic",44.5,28.625,1990-11-25,NA,26.625,11.958333333,14.2125
"1426","chic",53,58.5,1990-11-26,NA,NA,8,19.895833333
"1427","chic",61,57.625,1990-11-27,NA,12,6.5,22.154761905
"1428","chic",39.5,22.125,1990-11-28,NA,17,8.9545454545,15.066287879
"1429","chic",31.5,23.625,1990-11-29,NA,31,5.25,21.758333333
"1430","chic",41,29.875,1990-11-30,NA,21.5,9.625,21.858333333
"1431","chic",40.5,28.125,1990-12-01,NA,19,8.8333333333,20.125
"1432","chic",33,24.625,1990-12-02,NA,14,19.25,11.841666667
"1433","chic",33,25.75,1990-12-03,NA,24,14.875,12.84469697
"1434","chic",22,13.25,1990-12-04,NA,24,18.708333333,19.591501976
"1435","chic",28.5,29.375,1990-12-05,NA,27,5.5416666667,27.125
"1436","chic",29.5,16.125,1990-12-06,NA,30.5,8.125,24.715277778
"1437","chic",31,27.75,1990-12-07,NA,28.857142857,4.2173913043,24.773737374
"1438","chic",37,29.125,1990-12-08,NA,32.5,3.75,24.658333333
"1439","chic",43,31,1990-12-09,NA,28,6.4166666667,24
"1440","chic",39.5,29.75,1990-12-10,NA,24.5,11.416666667,27.716765873
"1441","chic",44,40.375,1990-12-11,NA,33,7.9565217391,31.505736094
"1442","chic",45.5,35.875,1990-12-12,NA,35,14.294117647,23.839869281
"1443","chic",30.5,18.25,1990-12-13,NA,16.571428571,15.208333333,15.821759259
"1444","chic",30.5,26.375,1990-12-14,NA,19.5,11.217391304,20.389996908
"1445","chic",39.5,32,1990-12-15,NA,18,4,14.595238095
"1446","chic",34.5,28.875,1990-12-16,NA,22.5,11.75,13.523809524
"1447","chic",36.5,36.25,1990-12-17,NA,16,3.125,14.784632035
"1448","chic",34,27,1990-12-18,NA,24.5,5.375,12.472363946
"1449","chic",31,27,1990-12-19,NA,28.333333333,6.5,20.453204404
"1450","chic",40,42.25,1990-12-20,NA,25,6.6666666667,20.804606625
"1451","chic",38,38.625,1990-12-21,NA,29.5,3.4166666667,19.880952381
"1452","chic",17,0.75,1990-12-22,NA,24,9.8333333333,14.386904762
"1453","chic",7,-3.75,1990-12-23,NA,40,17.416666667,12.949404762
"1454","chic",8,7.75,1990-12-24,NA,NA,14.416666667,12.645833333
"1455","chic",14.5,-7.875,1990-12-25,NA,20.428571429,13.875,11.725694444
"1456","chic",3.5,-6.5,1990-12-26,NA,NA,11.833333333,21.79272343
"1457","chic",17.5,16.75,1990-12-27,NA,18,11.458333333,26.708694084
"1458","chic",31,30.875,1990-12-28,NA,28,2.7916666667,22.010743084
"1459","chic",33.5,30,1990-12-29,NA,12.5,3.625,12.951388889
"1460","chic",15,2.625,1990-12-30,NA,NA,12.104166667,10.236111111
"1461","chic",8,5,1990-12-31,NA,26.25,11.773284314,17.360974946
"1462","chic",20.5,19,1991-01-01,NA,NA,11.076923077,18.966666667
"1463","chic",16,6.625,1991-01-02,NA,NA,9.875,24.272878788
"1464","chic",6.5,0.5,1991-01-03,NA,NA,9.25,23.015530303
"1465","chic",14,11.5,1991-01-04,NA,43,6.875,26.783080808
"1466","chic",25.5,21.625,1991-01-05,NA,NA,3.9583333333,24.25
"1467","chic",20.5,13.625,1991-01-06,NA,27,14.625,22.632738095
"1468","chic",21.5,17.5,1991-01-07,NA,NA,22,19.851536931
"1469","chic",25.5,27.375,1991-01-08,NA,28.5,11.291666667,24.282738095
"1470","chic",24,18,1991-01-09,NA,37,4.7916666667,22.935515873
"1471","chic",22,26.125,1991-01-10,NA,35.5,10.125,23.478535354
"1472","chic",29.5,26.625,1991-01-11,NA,24,8.625,17.697718254
"1473","chic",25.5,22,1991-01-12,NA,23,9.1666666667,22.708333333
"1474","chic",24.5,26.875,1991-01-13,NA,33,10.708333333,20.944444444
"1475","chic",31.5,27.125,1991-01-14,NA,44.5,7.7083333333,27.758152174
"1476","chic",30.5,31.625,1991-01-15,NA,46,4.6666666667,30.881944444
"1477","chic",31,25.75,1991-01-16,NA,31.5,10.958333333,21.731129227
"1478","chic",26,18.75,1991-01-17,NA,34,12.333333333,19.332930757
"1479","chic",21.5,24,1991-01-18,NA,33.428571429,9.4166666667,25.65530303
"1480","chic",36.5,29.625,1991-01-19,NA,19,14.5,24.072916667
"1481","chic",26.5,18.625,1991-01-20,NA,25,18.791666667,17.966666667
"1482","chic",10.5,-1.5,1991-01-21,NA,27,20.291666667,19.875
"1483","chic",11,12,1991-01-22,NA,55,7.875,26.291666667
