,head,age
1362,48.6,1.22
1363,45.5,1.22
1364,50.4,1.22
1365,48.5,1.22
1366,46.5,1.22
1367,47.5,1.22
1368,44.9,1.22
1369,47.0,1.22
1370,47.5,1.23
1371,47.0,1.23
1372,48.5,1.23
1373,46.5,1.23
1374,48.0,1.23
1375,47.0,1.23
1376,48.0,1.23
1377,45.6,1.23
1378,47.0,1.23
1379,46.4,1.23
1380,47.0,1.23
1381,48.0,1.23
1382,47.0,1.24
1383,46.5,1.24
1384,47.3,1.24
1385,49.8,1.24
1386,49.0,1.24
1387,45.9,1.24
1388,47.5,1.24
1389,48.5,1.24
1390,48.8,1.24
1391,45.3,1.24
1392,46.6,1.24
1393,48.0,1.24
1394,49.0,1.24
1395,49.0,1.24
1396,46.6,1.24
1397,48.8,1.24
1398,49.0,1.24
1399,47.5,1.24
1400,45.5,1.25
1401,48.2,1.25
1402,49.0,1.25
1403,47.6,1.25
1404,49.3,1.25
1405,47.5,1.25
1406,48.3,1.25
1407,49.0,1.25
1408,49.6,1.25
1409,48.2,1.25
1410,48.0,1.25
1411,47.3,1.25
1412,48.0,1.25
1413,46.7,1.25
1414,48.2,1.25
1415,50.5,1.25
1416,50.9,1.25
1417,47.0,1.26
1418,48.5,1.26
1419,49.6,1.26
1420,47.8,1.26
1421,47.2,1.26
1422,49.2,1.26
1423,50.2,1.26
1424,50.0,1.26
1425,48.8,1.26
1426,47.5,1.26
1427,50.7,1.27
1428,49.4,1.27
1429,48.5,1.27
1430,46.5,1.27
1431,46.9,1.27
1432,48.5,1.27
1433,46.6,1.27
1434,48.1,1.27
1435,49.5,1.27
1436,52.0,1.28
1437,48.0,1.28
1438,48.0,1.28
1439,45.0,1.29
1440,48.0,1.29
1441,50.5,1.29
1442,47.3,1.29
1443,50.6,1.29
1444,48.7,1.29
1445,46.2,1.29
1446,50.8,1.29
1447,47.0,1.29
1448,49.9,1.3
1449,47.2,1.3
1450,48.7,1.3
1451,46.4,1.3
1452,47.5,1.3
1453,50.5,1.3
1454,47.0,1.31
1455,47.3,1.31
1456,47.4,1.31
1457,45.6,1.31
1458,49.0,1.31
1459,47.0,1.31
1460,47.4,1.31
1461,47.2,1.32
1462,48.4,1.32
1463,46.6,1.33
1464,46.9,1.33
1465,48.0,1.33
1466,46.0,1.33
1467,46.8,1.33
1468,46.3,1.33
1469,48.4,1.34
1470,47.3,1.34
1471,48.7,1.34
1472,44.0,1.35
1473,47.5,1.36
1474,48.3,1.36
1475,48.0,1.36
1476,51.2,1.36
1477,48.8,1.36
1478,50.5,1.36
1479,48.8,1.37
1480,49.4,1.37
1481,48.0,1.37
1482,47.9,1.37
1483,46.4,1.37
1484,48.0,1.38
1485,50.5,1.38
1486,46.5,1.38
1487,47.3,1.38
1488,47.7,1.38
1489,48.5,1.39
1490,49.5,1.39
1491,47.1,1.39
1492,47.0,1.39
1493,47.6,1.4
1494,47.2,1.4
1495,46.0,1.4
1496,48.5,1.4
1497,40.7,1.41
1498,49.0,1.41
1499,49.0,1.42
1500,48.0,1.42
1501,49.8,1.42
1502,47.1,1.42
1503,49.2,1.42
1504,49.5,1.42
1505,46.8,1.42
1506,47.2,1.42
1507,48.9,1.43
1508,42.5,1.43
1509,49.9,1.43
1510,46.0,1.43
1511,49.8,1.43
1512,46.9,1.43
1513,48.0,1.43
1514,45.5,1.43
1515,59.4,1.43
1516,48.0,1.44
1517,50.5,1.44
1518,47.5,1.44
1519,48.5,1.45
1520,44.7,1.45
1521,49.5,1.45
1522,49.2,1.45
1523,49.0,1.46
1524,48.1,1.46
1525,50.2,1.46
1526,47.3,1.46
1527,50.1,1.46
1528,48.0,1.46
1529,48.1,1.46
1530,47.2,1.47
1531,48.3,1.47
1532,48.5,1.47
1533,47.0,1.47
1534,48.0,1.47
1535,48.3,1.47
1536,39.2,1.47
1537,47.2,1.48
1538,48.9,1.48
1539,49.0,1.48
1540,47.3,1.48
1541,52.5,1.48
1542,48.8,1.48
1543,50.3,1.48
1544,49.5,1.48
1545,51.0,1.48
1546,47.3,1.48
1547,47.5,1.48
1548,47.6,1.48
1549,49.0,1.48
1550,48.0,1.49
1551,46.9,1.49
1552,47.0,1.49
1553,48.2,1.49
1554,47.5,1.49
1555,46.0,1.49
1556,50.3,1.49
1557,48.0,1.49
1558,47.9,1.49
1559,47.0,1.49
1560,48.6,1.49
1561,48.8,1.49
1562,47.0,1.49
1563,45.0,1.5
1564,48.0,1.5
1565,48.8,1.5
1566,49.0,1.5
1567,48.3,1.5
1568,50.5,1.5
1569,47.2,1.5
1570,49.2,1.5
1571,49.5,1.5
1572,50.1,1.5
1573,47.0,1.5
1574,48.0,1.5
1575,50.2,1.5
1576,49.5,1.5
1577,48.6,1.5
1578,46.8,1.51
1579,48.8,1.51
1580,56.0,1.51
1581,47.5,1.51
1582,49.7,1.51
1583,47.0,1.51
1584,48.5,1.51
1585,48.0,1.51
1586,49.1,1.51
1587,50.0,1.51
1588,47.8,1.51
1589,48.0,1.51
1590,50.0,1.51
1591,51.8,1.51
1592,49.5,1.51
1593,47.0,1.51
1594,50.5,1.51
1595,49.2,1.52
1596,49.0,1.52
1597,48.7,1.52
1598,45.9,1.52
1599,49.9,1.52
1600,47.8,1.52
1601,49.6,1.52
1602,49.2,1.52
1603,49.6,1.52
1604,50.0,1.52
1605,48.5,1.52
1606,48.1,1.52
1607,49.1,1.52
1608,46.5,1.52
1609,46.9,1.52
1610,50.7,1.53
1611,47.2,1.53
1612,45.9,1.53
1613,46.1,1.53
1614,49.0,1.53
1615,47.0,1.53
1616,47.7,1.53
1617,48.9,1.53
1618,50.0,1.53
1619,46.1,1.53
1620,57.2,1.53
1621,49.9,1.53
1622,50.0,1.53
1623,49.1,1.53
1624,47.7,1.53
1625,49.6,1.53
1626,48.0,1.54
1627,49.9,1.54
1628,48.0,1.54
1629,48.8,1.54
1630,48.5,1.54
1631,48.0,1.55
1632,49.0,1.55
1633,48.5,1.55
1634,46.5,1.55
1635,48.0,1.55
1636,50.0,1.55
1637,49.4,1.55
1638,46.0,1.55
1639,50.0,1.55
1640,47.5,1.55
1641,48.5,1.55
1642,48.2,1.55
1643,48.0,1.55
1644,47.0,1.55
1645,48.0,1.56
1646,48.8,1.56
1647,48.7,1.56
1648,48.2,1.56
1649,49.2,1.56
1650,50.0,1.56
1651,48.0,1.57
1652,49.6,1.57
1653,50.6,1.57
1654,50.7,1.57
1655,48.1,1.57
1656,49.8,1.57
1657,47.0,1.57
1658,47.8,1.57
1659,49.0,1.58
1660,50.7,1.58
1661,46.3,1.58
1662,49.8,1.58
1663,47.5,1.58
1664,49.8,1.58
1665,47.5,1.58
1666,48.6,1.58
1667,48.0,1.58
1668,48.0,1.59
1669,48.5,1.59
1670,49.9,1.59
1671,50.2,1.59
1672,48.5,1.59
1673,53.3,1.59
1674,46.9,1.59
1675,51.1,1.59
1676,48.2,1.59
1677,49.8,1.59
1678,48.0,1.59
1679,48.0,1.59
1680,49.8,1.6
1681,49.0,1.6
1682,45.3,1.6
1683,49.0,1.6
1684,46.3,1.6
1685,49.2,1.6
1686,50.8,1.6
1687,46.8,1.6
1688,49.0,1.61
1689,48.0,1.61
1690,46.4,1.61
1691,47.2,1.61
1692,46.0,1.61
1693,49.3,1.61
1694,50.1,1.62
1695,49.4,1.62
1696,47.5,1.63
1697,49.2,1.63
1698,49.3,1.63
1699,45.8,1.63
1700,50.1,1.64
1701,49.2,1.64
1702,46.1,1.64
1703,49.0,1.64
1704,49.8,1.65
1705,47.2,1.65
1706,49.8,1.65
1707,46.8,1.66
1708,51.0,1.66
1709,49.9,1.66
1710,48.8,1.66
1711,49.2,1.66
1712,47.7,1.66
1713,49.5,1.66
1714,49.0,1.66
1715,51.8,1.67
1716,47.3,1.67
1717,46.3,1.67
1718,47.9,1.67
1719,49.0,1.67
1720,47.2,1.68
1721,48.9,1.68
1722,49.2,1.68
1723,45.9,1.68
1724,50.0,1.69
1725,47.0,1.69
1726,50.2,1.69
1727,48.7,1.69
1728,50.0,1.69
1729,47.8,1.69
1730,48.7,1.69
1731,47.0,1.69
1732,50.0,1.69
1733,48.1,1.7
1734,49.6,1.7
1735,50.8,1.7
1736,50.0,1.7
1737,48.3,1.71
1738,48.3,1.71
1739,49.1,1.71
1740,48.4,1.71
1741,51.2,1.71
1742,47.1,1.71
1743,46.1,1.72
1744,49.6,1.72
1745,46.6,1.72
1746,51.6,1.72
1747,50.0,1.73
1748,50.8,1.73
1749,49.0,1.73
1750,47.3,1.73
1751,50.0,1.74
1752,50.8,1.74
1753,50.8,1.74
1754,49.9,1.74
1755,50.2,1.74
1756,46.5,1.74
1757,49.1,1.74
1758,51.1,1.75
1759,48.5,1.75
1760,49.0,1.75
1761,51.0,1.75
1762,49.6,1.75
1763,47.1,1.75
1764,47.0,1.75
1765,49.5,1.75
1766,51.0,1.75
1767,51.1,1.75
1768,46.5,1.75
1769,50.3,1.76
1770,47.0,1.76
1771,49.0,1.76
1772,48.0,1.76
1773,47.8,1.76
1774,49.5,1.76
1775,47.5,1.76
1776,47.0,1.76
1777,46.1,1.76
1778,49.4,1.76
1779,49.0,1.77
1780,49.0,1.77
1781,50.5,1.78
1782,47.5,1.78
1783,48.9,1.78
1784,49.0,1.78
1785,49.9,1.78
1786,48.6,1.78
1787,50.1,1.78
1788,51.1,1.78
1789,50.4,1.78
1790,49.3,1.78
1791,47.1,1.78
1792,52.0,1.79
1793,50.6,1.79
1794,51.2,1.79
1795,47.0,1.79
1796,51.6,1.79
1797,48.0,1.79
1798,50.5,1.8
1799,46.7,1.8
1800,46.5,1.8
1801,49.8,1.8
1802,49.5,1.8
1803,49.0,1.8
1804,48.9,1.8
1805,49.8,1.81
1806,47.7,1.81
1807,47.4,1.81
1808,47.8,1.81
1809,49.4,1.82
1810,51.5,1.82
1811,48.5,1.82
1812,51.5,1.82
1813,50.5,1.82
1814,50.2,1.82
1815,48.8,1.82
1816,49.2,1.83
1817,48.1,1.83
1818,46.5,1.83
1819,49.4,1.83
1820,47.0,1.83
1821,48.8,1.83
1822,49.5,1.83
1823,50.5,1.84
1824,50.8,1.84
1825,51.0,1.84
1826,40.7,1.84
1827,49.7,1.84
1828,46.0,1.84
1829,47.3,1.84
1830,53.0,1.84
1831,49.3,1.84
1832,50.0,1.84
1833,49.0,1.84
1834,48.5,1.84
1835,51.0,1.84
1836,48.9,1.84
1837,47.5,1.84
1838,47.2,1.84
1839,48.0,1.85
1840,49.0,1.85
1841,48.8,1.85
1842,50.0,1.85
1843,49.0,1.85
1844,48.5,1.85
1845,46.8,1.85
1846,48.0,1.85
1847,51.5,1.85
1848,50.7,1.86
1849,48.3,1.86
1850,48.5,1.86
1851,51.5,1.86
1852,49.4,1.87
1853,50.4,1.87
1854,49.3,1.87
1855,46.7,1.87
1856,48.1,1.87
1857,48.4,1.87
1858,52.0,1.87
1859,47.0,1.87
1860,49.3,1.87
1861,49.5,1.88
1862,43.4,1.88
1863,47.0,1.88
1864,50.0,1.88
1865,49.5,1.88
1866,51.0,1.88
1867,50.0,1.89
1868,49.0,1.89
1869,48.0,1.89
1870,50.0,1.89
1871,54.0,1.89
1872,47.7,1.89
1873,51.1,1.89
1874,47.8,1.89
1875,51.0,1.89
1876,48.2,1.89
1877,49.0,1.9
1878,46.3,1.9
1879,48.5,1.91
1880,50.0,1.91
1881,49.5,1.91
1882,50.2,1.91
1883,49.0,1.91
1884,48.8,1.92
1885,47.2,1.92
1886,49.4,1.92
1887,49.0,1.93
1888,50.1,1.94
1889,51.5,1.94
1890,50.0,1.94
1891,49.0,1.94
1892,49.2,1.94
1893,50.5,1.94
1894,50.0,1.94
1895,48.0,1.95
1896,47.0,1.95
1897,49.5,1.95
1898,50.5,1.95
1899,50.0,1.96
1900,50.0,1.96
1901,49.7,1.96
1902,48.3,1.96
1903,48.2,1.96
1904,48.3,1.97
1905,49.5,1.97
1906,45.5,1.97
1907,50.5,1.97
1908,49.0,1.97
1909,50.5,1.97
1910,48.9,1.97
1911,50.1,1.98
1912,48.8,1.98
1913,49.1,1.98
1914,48.0,1.98
1915,46.5,1.98
1916,50.5,1.98
1917,49.5,1.98
1918,49.1,1.98
1919,49.6,1.98
1920,47.1,1.98
1921,49.8,1.98
1922,50.3,1.98
1923,49.0,1.98
1924,49.0,1.99
1925,49.2,1.99
1926,46.1,1.99
1927,48.7,1.99
1928,49.0,1.99
1929,49.3,1.99
1930,50.0,2.0
1931,50.0,2.0
1932,48.0,2.0
1933,50.5,2.0
1934,51.5,2.0
1935,50.0,2.0
1936,49.6,2.0
1937,48.3,2.0
1938,51.1,2.0
1939,49.1,2.01
1940,49.0,2.01
1941,50.1,2.01
1942,47.8,2.01
1943,48.3,2.01
1944,49.4,2.01
1945,51.0,2.01
1946,50.5,2.01
1947,51.5,2.01
1948,48.1,2.01
1949,48.5,2.01
1950,48.5,2.02
1951,50.0,2.02
1952,49.0,2.02
1953,50.0,2.02
1954,50.0,2.02
1955,50.5,2.02
1956,50.2,2.02
1957,48.8,2.03
1958,53.0,2.03
1959,48.5,2.03
1960,49.5,2.03
1961,51.5,2.03
1962,50.1,2.03
1963,48.7,2.03
1964,46.2,2.03
1965,49.0,2.03
1966,49.5,2.03
1967,52.8,2.03
1968,49.0,2.04
1969,50.2,2.04
1970,49.2,2.04
1971,47.8,2.04
1972,48.5,2.04
1973,49.0,2.04
1974,49.0,2.04
1975,48.6,2.04
1976,49.0,2.04
1977,48.7,2.04
1978,48.1,2.04
1979,49.3,2.04
1980,49.5,2.04
1981,51.0,2.05
1982,50.0,2.05
1983,49.5,2.05
1984,46.3,2.05
1985,47.0,2.06
1986,46.7,2.06
1987,49.5,2.06
1988,48.9,2.06
1989,47.9,2.06
1990,49.0,2.06
1991,43.5,2.06
1992,50.4,2.06
1993,46.0,2.06
1994,47.5,2.06
1995,49.8,2.06
1996,50.3,2.07
1997,49.0,2.07
1998,49.6,2.07
1999,47.7,2.07
2000,49.3,2.07
2001,48.1,2.07
2002,48.6,2.07
2003,46.7,2.07
2004,48.0,2.08
2005,49.3,2.08
2006,49.0,2.08
2007,50.0,2.08
2008,50.8,2.08
2009,52.0,2.08
2010,49.7,2.08
2011,50.0,2.09
2012,48.5,2.09
2013,48.7,2.09
2014,50.2,2.1
2015,47.5,2.1
2016,50.5,2.1
2017,46.8,2.11
2018,45.0,2.11
2019,53.5,2.11
2020,49.8,2.11
2021,50.5,2.12
2022,51.2,2.12
2023,51.0,2.12
2024,51.2,2.12
2025,52.5,2.12
2026,49.0,2.12
2027,48.3,2.12
2028,50.9,2.13
2029,49.1,2.13
2030,50.6,2.13
2031,50.4,2.13
2032,49.5,2.13
2033,49.0,2.13
2034,44.4,2.13
2035,49.5,2.13
2036,50.0,2.14
2037,49.0,2.14
2038,51.0,2.14
2039,51.8,2.14
2040,51.6,2.15
2041,44.8,2.15
2042,47.7,2.15
2043,44.7,2.15
2044,48.5,2.15
2045,48.6,2.16
2046,47.6,2.16
2047,49.0,2.16
2048,53.6,2.16
2049,50.0,2.17
2050,47.3,2.17
2051,48.6,2.17
2052,50.0,2.17
2053,49.9,2.17
2054,51.5,2.17
2055,51.1,2.17
2056,52.1,2.17
2057,49.9,2.18
2058,47.7,2.18
2059,49.0,2.18
2060,51.3,2.18
2061,51.1,2.18
2062,48.0,2.18
2063,50.0,2.18
2064,50.0,2.19
2065,51.0,2.19
2066,48.6,2.19
2067,49.4,2.19
2068,48.7,2.19
2069,49.8,2.19
2070,49.8,2.19
2071,49.5,2.19
2072,51.5,2.19
2073,44.5,2.19
2074,51.0,2.2
2075,53.6,2.2
2076,44.0,2.21
2077,49.9,2.21
2078,50.1,2.21
2079,47.3,2.21
2080,48.1,2.21
2081,52.0,2.21
2082,48.8,2.22
2083,45.1,2.22
2084,52.2,2.23
2085,47.6,2.23
2086,52.2,2.25
2087,49.0,2.25
2088,50.5,2.25
2089,49.2,2.25
2090,51.2,2.26
2091,51.4,2.26
2092,50.0,2.27
2093,51.0,2.27
2094,50.0,2.27
2095,48.0,2.28
2096,49.7,2.29
2097,44.2,2.29
2098,48.5,2.3
2099,49.0,2.3
2100,47.0,2.31
2101,51.4,2.32
2102,51.1,2.33
2103,47.5,2.33
2104,50.1,2.33
2105,51.0,2.33
2106,46.8,2.33
2107,49.6,2.34
2108,50.7,2.34
2109,50.0,2.34
2110,51.2,2.35
2111,51.2,2.35
2112,46.8,2.35
2113,50.5,2.36
2114,53.1,2.36
2115,51.3,2.36
2116,47.1,2.36
2117,51.4,2.37
2118,48.0,2.37
2119,52.3,2.37
2120,50.7,2.37
2121,51.2,2.38
2122,48.4,2.38
2123,53.7,2.38
2124,48.5,2.38
2125,49.9,2.38
2126,52.8,2.38
2127,52.2,2.39
2128,49.3,2.39
2129,46.2,2.4
2130,49.2,2.4
2131,49.9,2.41
2132,50.8,2.41
2133,49.8,2.42
2134,52.0,2.43
2135,49.0,2.44
2136,49.9,2.44
2137,48.5,2.44
2138,48.7,2.44
2139,50.5,2.44
2140,51.0,2.45
2141,53.6,2.45
2142,49.4,2.45
2143,51.8,2.45
2144,51.5,2.45
2145,50.0,2.46
2146,49.0,2.46
2147,50.0,2.46
2148,49.9,2.46
2149,50.3,2.46
2150,49.9,2.46
2151,51.0,2.46
2152,52.8,2.47
2153,48.7,2.47
2154,49.8,2.47
2155,50.5,2.47
2156,51.5,2.48
2157,49.4,2.48
2158,50.8,2.48
2159,50.0,2.48
2160,48.5,2.48
2161,52.5,2.48
2162,50.4,2.48
2163,49.5,2.48
2164,48.4,2.48
2165,49.0,2.49
2166,51.5,2.49
2167,50.1,2.49
2168,49.9,2.49
2169,52.0,2.49
2170,48.8,2.49
2171,49.4,2.49
2172,51.5,2.49
2173,49.5,2.49
2174,52.2,2.5
2175,50.3,2.5
2176,51.1,2.5
2177,49.2,2.5
2178,49.7,2.5
2179,49.1,2.5
2180,49.3,2.5
2181,52.2,2.51
2182,48.1,2.51
2183,51.3,2.52
2184,49.8,2.52
2185,48.8,2.52
2186,52.0,2.52
2187,49.0,2.52
2188,52.8,2.52
2189,53.2,2.52
2190,46.0,2.52
2191,50.5,2.53
2192,53.0,2.53
2193,51.3,2.53
2194,51.2,2.53
2195,51.0,2.53
2196,45.4,2.53
2197,52.0,2.54
2198,50.5,2.54
2199,46.5,2.54
2200,48.5,2.54
2201,51.0,2.54
2202,50.6,2.55
2203,50.5,2.55
2204,51.4,2.56
2205,47.5,2.56
2206,50.5,2.56
2207,48.5,2.57
2208,51.5,2.57
2209,51.7,2.57
2210,50.2,2.57
2211,49.5,2.58
2212,49.2,2.58
2213,51.5,2.58
2214,50.5,2.58
2215,50.0,2.58
2216,51.3,2.58
2217,50.8,2.58
2218,48.5,2.59
2219,46.4,2.59
2220,48.8,2.6
2221,49.8,2.6
2222,50.0,2.6
2223,49.0,2.6
2224,50.9,2.6
2225,51.5,2.61
2226,51.0,2.61
2227,50.3,2.61
2228,51.5,2.62
2229,50.5,2.62
2230,51.7,2.62
2231,53.4,2.62
2232,52.0,2.62
2233,53.0,2.63
2234,50.0,2.63
2235,50.8,2.63
2236,51.3,2.63
2237,51.2,2.64
2238,50.9,2.64
2239,51.3,2.64
2240,50.6,2.65
2241,49.3,2.65
2242,49.6,2.65
2243,51.0,2.65
2244,51.0,2.66
2245,51.5,2.66
2246,52.0,2.66
2247,51.7,2.66
2248,53.5,2.67
2249,51.6,2.67
2250,50.3,2.68
2251,50.0,2.69
2252,51.3,2.69
2253,51.0,2.69
2254,50.0,2.7
2255,51.0,2.7
2256,50.4,2.71
2257,50.5,2.71
2258,48.8,2.71
2259,53.0,2.71
2260,51.0,2.71
2261,49.4,2.72
2262,52.0,2.72
2263,51.0,2.72
2264,51.0,2.72
2265,50.5,2.73
2266,51.0,2.73
2267,49.7,2.73
2268,51.5,2.73
2269,50.1,2.73
2270,50.2,2.73
2271,48.8,2.74
2272,50.0,2.74
2273,48.1,2.74
2274,51.5,2.74
2275,47.3,2.74
2276,49.0,2.75
2277,52.5,2.76
2278,50.1,2.76
2279,51.5,2.76
2280,50.1,2.77
2281,49.4,2.77
2282,51.6,2.77
2283,51.5,2.77
2284,49.2,2.77
2285,52.4,2.78
2286,50.4,2.78
2287,47.5,2.78
2288,49.4,2.78
2289,51.5,2.8
2290,49.8,2.8
2291,50.2,2.8
2292,46.1,2.8
2293,50.5,2.8
2294,46.7,2.81
2295,51.2,2.81
2296,50.5,2.81
2297,49.8,2.82
2298,51.2,2.82
2299,51.2,2.82
2300,53.0,2.83
2301,52.1,2.83
2302,50.5,2.83
2303,53.1,2.83
2304,51.8,2.84
2305,48.9,2.84
2306,54.1,2.86
2307,52.1,2.86
2308,50.0,2.87
2309,52.1,2.87
2310,47.1,2.87
2311,50.7,2.87
2312,49.8,2.87
2313,49.5,2.87
2314,53.0,2.88
2315,50.2,2.88
2316,48.1,2.88
2317,49.0,2.88
2318,48.8,2.88
2319,49.0,2.89
2320,50.4,2.89
2321,49.0,2.89
2322,48.4,2.9
2323,50.5,2.9
2324,47.4,2.9
2325,52.0,2.9
2326,50.0,2.9
2327,49.5,2.91
2328,51.4,2.91
2329,49.0,2.91
2330,46.2,2.91
2331,48.2,2.91
2332,50.5,2.92
2333,49.6,2.92
2334,49.5,2.92
2335,51.0,2.92
2336,54.2,2.92
2337,51.1,2.92
2338,52.0,2.93
2339,48.6,2.93
2340,48.8,2.93
2341,49.1,2.93
2342,51.2,2.93
2343,48.0,2.93
2344,53.2,2.93
2345,50.0,2.93
2346,52.0,2.94
2347,50.5,2.94
2348,52.0,2.94
2349,49.1,2.94
2350,47.1,2.95
2351,51.8,2.96
2352,54.5,2.96
2353,49.3,2.97
2354,50.0,2.97
2355,53.5,2.97
2356,51.0,2.97
2357,50.3,2.97
2358,50.5,2.97
2359,49.4,2.97
2360,50.0,2.97
2361,48.8,2.97
2362,47.7,2.98
2363,48.2,2.98
2364,52.0,2.98
2365,50.1,2.98
2366,50.8,2.98
2367,49.3,2.98
2368,49.6,2.98
2369,50.2,2.98
2370,49.0,2.98
2371,49.6,2.98
2372,52.0,2.98
2373,51.0,2.98
2374,51.6,2.98
2375,50.1,2.99
2376,51.1,2.99
2377,49.7,2.99
2378,50.3,2.99
2379,50.3,2.99
2380,50.7,3.0
2381,49.3,3.0
2382,49.0,3.0
2383,49.5,3.0
2384,52.0,3.0
2385,49.2,3.0
2386,50.5,3.01
2387,50.1,3.01
2388,51.5,3.01
2389,51.0,3.01
2390,51.3,3.01
2391,51.1,3.02
2392,51.6,3.02
2393,49.4,3.02
2394,50.5,3.02
2395,53.8,3.02
2396,50.4,3.02
2397,48.8,3.02
2398,48.0,3.02
2399,51.3,3.02
2400,51.2,3.02
2401,50.0,3.02
2402,50.4,3.02
2403,48.8,3.03
2404,51.5,3.03
2405,51.6,3.03
2406,50.0,3.03
2407,49.5,3.03
2408,49.0,3.04
2409,51.0,3.04
2410,52.0,3.04
2411,52.0,3.04
2412,52.0,3.04
2413,52.7,3.05
2414,49.3,3.05
2415,50.4,3.05
2416,51.4,3.05
2417,53.4,3.05
2418,47.5,3.05
2419,52.0,3.05
2420,51.1,3.06
2421,50.8,3.06
2422,53.5,3.06
2423,49.3,3.06
2424,47.9,3.06
2425,48.5,3.06
2426,47.7,3.06
2427,50.4,3.06
2428,48.9,3.06
2429,50.4,3.06
2430,50.0,3.07
2431,50.6,3.07
2432,51.0,3.07
2433,50.2,3.07
2434,49.0,3.07
2435,50.2,3.08
2436,51.0,3.08
2437,49.3,3.08
2438,52.0,3.08
2439,50.1,3.08
2440,51.8,3.09
2441,46.0,3.09
2442,51.2,3.09
2443,45.5,3.09
2444,50.7,3.09
2445,52.2,3.09
2446,49.8,3.1
2447,49.6,3.1
2448,52.0,3.1
2449,48.8,3.1
2450,53.0,3.1
2451,51.2,3.11
2452,49.3,3.11
2453,52.0,3.11
2454,50.5,3.11
2455,51.0,3.11
2456,51.5,3.12
2457,49.7,3.12
2458,50.5,3.12
2459,49.3,3.12
2460,51.1,3.12
2461,54.5,3.12
2462,47.0,3.13
2463,52.0,3.15
2464,48.0,3.15
2465,50.2,3.15
2466,49.8,3.15
2467,50.2,3.15
2468,52.0,3.16
2469,50.5,3.16
2470,50.2,3.17
2471,50.0,3.17
2472,50.0,3.17
2473,54.2,3.17
2474,51.4,3.18
2475,50.3,3.18
2476,50.4,3.19
2477,49.0,3.19
2478,51.0,3.19
2479,48.2,3.19
2480,50.9,3.19
2481,50.3,3.19
2482,49.5,3.19
2483,53.5,3.2
2484,50.0,3.2
2485,49.1,3.2
2486,53.4,3.21
2487,50.8,3.21
2488,49.8,3.22
2489,53.0,3.24
2490,50.5,3.24
2491,51.0,3.25
2492,50.3,3.25
2493,49.9,3.25
2494,51.0,3.25
2495,48.3,3.25
2496,51.6,3.26
2497,50.0,3.27
2498,51.0,3.27
2499,51.0,3.27
2500,50.4,3.29
2501,53.4,3.3
2502,50.7,3.31
2503,52.4,3.31
2504,51.8,3.31
2505,52.3,3.32
2506,51.2,3.34
2507,52.7,3.34
2508,51.3,3.34
2509,50.1,3.36
2510,50.9,3.37
2511,50.0,3.38
2512,51.0,3.38
2513,50.2,3.39
2514,50.9,3.39
2515,53.5,3.4
2516,52.0,3.41
2517,52.2,3.41
2518,52.4,3.41
2519,50.7,3.41
2520,52.3,3.41
2521,50.5,3.42
2522,51.0,3.43
2523,53.0,3.43
2524,51.0,3.44
2525,50.5,3.48
2526,50.5,3.48
2527,52.6,3.48
2528,51.3,3.48
2529,50.2,3.48
2530,50.3,3.48
2531,50.2,3.49
2532,51.7,3.49
2533,51.5,3.5
2534,51.5,3.52
2535,52.5,3.52
2536,52.5,3.54
2537,51.0,3.54
2538,50.0,3.54
2539,52.0,3.55
2540,51.2,3.56
2541,53.1,3.57
2542,49.0,3.58
2543,48.5,3.58
2544,48.8,3.6
2545,53.0,3.6
2546,54.0,3.63
2547,50.3,3.65
2548,49.0,3.66
2549,49.0,3.68
2550,51.0,3.68
2551,51.6,3.68
2552,51.0,3.7
2553,49.7,3.7
2554,52.1,3.7
2555,49.7,3.71
2556,52.9,3.71
2557,51.0,3.72
2558,51.7,3.72
2559,53.0,3.72
2560,52.1,3.73
2561,49.3,3.73
2562,50.0,3.73
2563,51.4,3.73
2564,53.1,3.73
2565,52.3,3.73
2566,51.6,3.74
2567,51.2,3.74
2568,51.3,3.75
2569,53.5,3.75
2570,50.9,3.75
2571,50.2,3.75
2572,51.2,3.75
2573,50.6,3.75
2574,52.6,3.75
2575,49.9,3.75
2576,50.5,3.75
2577,49.5,3.75
2578,53.0,3.76
2579,50.7,3.76
2580,51.8,3.76
2581,52.0,3.76
2582,49.1,3.76
2583,51.5,3.76
2584,52.2,3.77
2585,50.6,3.77
2586,52.9,3.77
2587,49.8,3.78
2588,53.2,3.78
2589,51.5,3.79
2590,51.2,3.79
2591,49.5,3.8
2592,48.5,3.8
2593,51.0,3.81
2594,50.2,3.82
2595,51.0,3.82
2596,52.5,3.82
2597,50.8,3.82
2598,50.2,3.82
2599,47.1,3.82
2600,52.1,3.83
2601,52.3,3.83
2602,52.0,3.83
2603,51.0,3.83
2604,49.0,3.84
2605,50.5,3.85
2606,52.2,3.85
2607,50.0,3.85
2608,51.6,3.85
2609,52.0,3.86
2610,53.0,3.86
2611,51.2,3.86
2612,51.1,3.86
2613,50.5,3.87
2614,51.0,3.87
2615,52.6,3.87
2616,49.2,3.87
2617,49.8,3.88
2618,51.6,3.88
2619,47.7,3.88
2620,50.5,3.88
2621,52.5,3.88
2622,52.4,3.88
2623,52.0,3.89
2624,51.2,3.89
2625,54.2,3.89
2626,52.5,3.89
2627,51.2,3.9
2628,52.0,3.9
2629,49.5,3.9
2630,52.0,3.9
2631,50.8,3.91
2632,52.5,3.91
2633,52.0,3.92
