,death,pm10median,pm25median,o3median,so2median,time,tmpd
908,119,12.12195122,,-3.05373838,-1.012947652,-1648.5,70.5
909,96,-8.593984962,,-6.137071712999999,-2.808900298,-1647.5,64.5
910,104,-13.60526316,,-2.7558215919999998,-2.4563722969999997,-1646.5,61.0
911,99,,,4.4004131394,3.1135437532999997,-1645.5,65.5
912,117,,,26.472014115,5.9582915431,-1644.5,72.5
913,113,23.4082397,,21.019283022,-0.723067805,-1643.5,73.5
914,112,18.12195122,,16.785532673,-2.2001505359999998,-1642.5,74.0
915,100,,,10.587757079,-0.6129916360000001,-1641.5,75.0
916,125,11.338709677,,16.103698347,-2.609003777,-1640.5,75.5
917,119,43.565543071,,25.896552989,3.302714209,-1639.5,79.0
918,125,14.505617978,,9.032720014299999,-1.838292634,-1638.5,78.5
919,112,8.426966292100001,,8.718129107100001,0.8801901617,-1637.5,75.0
920,97,19.58597561,,24.11396244,-1.6641386390000001,-1636.5,83.0
921,126,1.4795539033,,22.854020649000002,-1.661237041,-1635.5,86.5
922,112,,,2.418092546,-1.745078511,-1634.5,76.0
923,113,,,1.6486516802000002,-4.246144891,-1633.5,71.0
924,120,-20.84758364,,0.142043245,-3.311044688,-1632.5,69.0
925,104,-29.84758364,,-3.9611570589999996,-3.8483872889999997,-1631.5,68.0
926,104,-11.26282051,,-1.631591246,-2.585439309,-1630.5,71.0
927,106,-9.8,,9.144134152100001,-2.395720664,-1629.5,72.5
928,109,26.191881919,,2.9889624405,1.7571520207,-1628.5,71.0
929,118,14.107407407,,9.4467592487,-1.273468495,-1627.5,70.0
930,100,5.1,,12.595396297999999,-3.490762132,-1626.5,67.5
931,101,-15.88191882,,5.1230263929,-2.881351206,-1625.5,67.5
932,110,-1.178837953,,6.8569850135,-2.611600517,-1624.5,69.0
933,109,-2.835164835,,11.639242087000001,-1.693529356,-1623.5,74.0
934,121,12.19047619,,10.81208954,0.168053965,-1622.5,74.5
935,117,35.197802198000005,,14.123300819,0.0362225164,-1621.5,77.0
936,109,13.153846154000002,,8.0067474734,0.11685099800000001,-1620.5,78.5
937,117,19.238095238,,-4.37482586,-0.6739775459999999,-1619.5,79.5
938,109,0.9484848484999999,,8.7128415391,-2.2033118369999998,-1618.5,82.5
939,101,-6.438923395,,5.0922712372,-2.621774481,-1617.5,67.5
940,98,-12.76556777,,14.60171778,-4.211615733,-1616.5,69.0
941,107,4.1580882353,,18.961416089,-3.7303308160000004,-1615.5,71.5
942,104,27.158088235,,31.591264164000002,-0.630979657,-1614.5,71.0
943,122,6.1978021978,,23.279653467,-0.650272694,-1613.5,72.5
944,104,33.181205674,,9.8503765783,5.080593085299999,-1612.5,74.0
945,110,10.149635036,,0.45238454710000003,-1.477340475,-1611.5,79.5
946,115,22.211678831999997,,3.4789114457999997,-3.1987399260000005,-1610.5,81.0
947,117,-3.777372263,,7.2382808541,,-1609.5,77.0
948,99,-16.68978102,,-4.458159193,,-1608.5,63.0
949,126,-12.63636364,,-1.637071713,-2.9080804510000005,-1607.5,62.0
950,113,9.801767676799999,,-7.8219919739999995,-1.1823086170000001,-1606.5,65.0
951,98,5.4,,-4.271867151,-0.338160677,-1605.5,70.5
952,115,8.6,,1.8721762743,0.2685707187,-1604.5,72.5
953,114,54.545454545,,6.8177327708,-0.384434144,-1603.5,70.5
954,103,44.578181818000004,,3.3453962978,0.1551004744,-1602.5,72.0
955,80,11.570909090999999,,9.4441707132,-1.752219241,-1601.5,71.0
956,108,17.749393939,,-2.026253906,-1.677942082,-1600.5,71.0
957,103,-23.46545455,,-4.589105836,-2.3966236640000003,-1599.5,69.0
958,105,,,-2.167305532,-1.261933661,-1598.5,66.5
959,128,-7.370909091000001,,-1.00046832,-2.7310324089999996,-1597.5,66.0
960,97,,,0.3209791063,1.2833084659,-1596.5,66.5
961,123,,,11.337841539000001,-1.606474426,-1595.5,67.5
962,118,-2.4285714290000002,,3.8517111576999996,-2.91936437,-1594.5,74.5
963,83,17.523636364,,3.3431291070999998,3.2745097217000003,-1593.5,74.0
964,128,-10.47636364,,-5.883111294,-2.734049333,-1592.5,77.5
965,101,-16.44565217,,2.9555096077,-2.892694549,-1591.5,70.5
966,112,-2.292238749,,7.7776803301,-2.8252753139999998,-1590.5,70.0
967,106,,,6.2372929062999996,-1.3099323109999998,-1589.5,70.0
968,96,8.964285714299999,,8.6496146187,0.0915307699,-1588.5,71.5
969,108,8.7725631769,,11.625446353,-1.6077889280000002,-1587.5,74.5
970,111,7.8309352518,,-5.07666262,-2.8461017589999997,-1586.5,77.0
971,115,8.8776978417,,-8.440362389,-2.928405969,-1585.5,75.0
972,109,12.95323741,,-5.169152503,2.9196119766,-1584.5,70.5
973,104,-6.046594982,,-4.980817528999999,0.4422363428,-1583.5,72.5
974,107,-17.29285714,,0.1421175382,-2.451578191,-1582.5,71.0
975,88,-26.05714286,,-2.070539693,-3.305962477,-1581.5,64.0
976,113,-18.08928571,,-2.51416262,-0.348911242,-1580.5,65.0
977,102,-4.014234875,,4.9710553729,-0.360431751,-1579.5,68.0
978,109,,,0.056727497300000006,-0.11427253300000001,-1578.5,70.0
979,108,1.8642857143,,-9.020693378999999,-2.874084789,-1577.5,71.5
980,107,16.466666667000002,,-5.344716902,-0.7961414240000001,-1576.5,74.5
981,108,-2.8607142860000003,,-6.583228448,-0.437061651,-1575.5,76.5
982,121,,,-6.101513718,-3.441958263,-1574.5,68.0
983,99,-17.77659574,,-9.495576254,-3.055521745,-1573.5,63.0
984,108,-0.8149466190000001,,-10.06629009,-0.430391937,-1572.5,65.0
985,99,-8.765124555,,-5.822938091,-1.879886711,-1571.5,60.5
986,113,-26.22902324,,-4.5032473710000005,-3.34577904,-1570.5,56.5
987,102,-25.67137809,,-3.7402042260000004,-3.1036276089999997,-1569.5,58.0
988,110,,,-1.472059229,-1.7670843680000001,-1568.5,57.5
989,125,-7.6819787989999995,,-1.846456255,-1.725049585,-1567.5,59.5
990,115,10.310954064,,0.3400808067,-0.644370915,-1566.5,63.5
991,130,8.3415492958,,5.4466141874,-1.6079925880000001,-1565.5,65.0
992,137,9.2657407407,,-1.714154925,1.5945090807,-1564.5,65.0
993,90,20.25,,1.8394394049,1.9191503025999999,-1563.5,65.5
994,126,35.207746479,,0.140957565,1.7452019896000002,-1562.5,66.0
995,120,74.23943662,,-1.219033984,0.3598243562,-1561.5,61.5
996,130,-5.714788732000001,,-8.818844567000001,-2.9529641939999998,-1560.5,45.5
997,119,-16.66901408,,-12.25760148,-1.5105074369999998,-1559.5,48.0
998,118,8.8053571429,,-9.46626971,0.9736286036,-1558.5,54.5
999,119,-16.73684211,,-5.21534788,-2.182970489,-1557.5,51.5
1000,112,0.1824561404,,-8.847391169,2.1459740333,-1556.5,51.0
1001,114,12.115789474000001,,-8.622192286,2.4948639662,-1555.5,58.0
1002,108,-3.863157895,,-4.625604491,-0.478175965,-1554.5,59.5
1003,123,4.0666666667,,0.8588270533,-0.603497021,-1553.5,60.0
1004,131,11.784090909000001,,-3.907424207,0.1423815084,-1552.5,65.5
1005,106,18.482954545,,-15.69407591,-3.1427650689999997,-1551.5,56.5
1006,103,5.5123269611,,-11.90581487,-2.605474331,-1550.5,44.5
1007,123,28.104529616999997,,-14.44899829,-1.234283195,-1549.5,47.0
1008,130,9.8947264338,,-19.52632662,-2.150342652,-1548.5,52.5
1009,106,-6.295698925,,-12.10775122,-3.1107476089999997,-1547.5,51.5
1010,127,-13.31034483,,-13.62982189,-2.944080942,-1546.5,45.0
1011,116,-13.5366039,,-10.74262125,-2.86773151,-1545.5,44.0
1012,131,,,-10.76648641,-1.9734370030000001,-1544.5,45.5
1013,128,7.783068783099999,,-11.8518977,-0.86271569,-1543.5,51.0
1014,115,16.03810307,,-5.761591097,2.0995980351,-1542.5,59.0
1015,115,22.056964441999998,,-7.2360047970000005,2.5985853532,-1541.5,61.0
1016,115,52.469521261000004,,-13.07764716,10.893760169,-1540.5,62.5
1017,125,26.107935737,,1.181287147,1.6422762900999999,-1539.5,69.5
1018,118,11.615335052,,4.2619326781,-0.361609926,-1538.5,70.5
1019,132,-8.870628802999999,,-5.411392983,-2.336442798,-1537.5,58.5
1020,106,-26.34291821,,-4.476553346,-4.1767104139999995,-1536.5,43.0
1021,115,-22.30057179,,1.0129819036,-3.170443171,-1535.5,36.0
1022,111,-29.50764023,,-1.1373386509999999,-3.5492200210000004,-1534.5,36.0
1023,105,-16.70458445,,-13.28561742,-2.995135555,-1533.5,37.0
1024,123,-6.668910358,,-12.27369824,-2.323286057,-1532.5,46.0
1025,125,-15.24207184,,-13.21175628,-1.7698465369999998,-1531.5,48.0
1026,130,-0.533101045,,-13.87358663,0.32434736280000004,-1530.5,58.5
1027,127,11.869766953,,-11.91956527,0.4915783892,-1529.5,64.0
1028,128,16.365497076,,-7.854039208,1.3457000867,-1528.5,65.5
1029,119,28.207388662,,-5.280235516,4.0120204930000005,-1527.5,62.5
1030,117,30.681797938000003,,-5.852390589,4.7900935095,-1526.5,62.5
1031,106,16.761751002,,-4.012791737,0.710312275,-1525.5,63.5
1032,130,8.7918719212,,2.6350091887000002,0.9984009177,-1524.5,64.5
1033,109,6.2464372347,,-5.2308993269999995,-1.03194245,-1523.5,65.0
1034,108,-16.14885057,,-17.41652649,-2.5062158869999998,-1522.5,45.5
1035,112,-3.912562973,,-17.52614548,2.5995687281,-1521.5,43.0
1036,117,-10.96825988,,-11.77603755,-2.56980952,-1520.5,35.0
1037,104,-12.41836735,,-16.17098142,-1.251688733,-1519.5,31.0
1038,97,-8.423878205,,-13.42613123,0.8329674926,-1518.5,46.5
1039,130,-0.39582723,,-4.774328795,-2.42521103,-1517.5,54.0
1040,114,-10.88077148,,-14.28931007,-1.482221556,-1516.5,45.5
1041,113,-15.95,,-11.44482173,-2.8268073960000004,-1515.5,45.5
1042,106,-10.31192631,,-15.95968643,-0.176753627,-1514.5,45.0
1043,127,-21.15151515,,-12.44216587,-1.99654067,-1513.5,39.5
1044,122,-11.26632952,,-11.35613727,-2.6607376730000003,-1512.5,38.0
1045,140,-8.230784859,,-12.43471382,-0.219865041,-1511.5,46.5
1046,106,-21.0,,-7.952539106000001,-2.605603958,-1510.5,38.5
1047,112,,,-2.1573497880000003,0.843941851,-1509.5,59.0
1048,108,-9.762864823,,-9.606011902999999,-3.071678332,-1508.5,54.0
1049,118,-16.18894009,,-16.48003199,-3.361140778,-1507.5,40.5
1050,136,-20.39908257,,-5.452849392,-3.049710806,-1506.5,26.0
1051,127,-1.7073529630000002,,-13.48754468,-1.550123757,-1505.5,24.5
1052,127,-17.5,,-10.98313759,-3.0261912260000003,-1504.5,21.0
1053,108,-10.59678314,,-11.26138571,-0.15262389099999998,-1503.5,37.0
1054,127,7.4978521568,,-8.605455357,-0.866219264,-1502.5,45.5
1055,97,-6.816359406,,-4.28265172,-1.918891903,-1501.5,30.0
1056,109,-7.107623318,,-11.89144588,-2.1120317230000003,-1500.5,26.5
1057,106,-11.64026403,,-8.892083203,-1.430101796,-1499.5,18.5
1058,134,-9.55,,-18.08169057,,-1498.5,27.5
1059,121,-4.4288888889999996,,-16.686072,3.4073866617000004,-1497.5,44.0
1060,115,-8.261061947,,-16.38296372,0.3357954023,-1496.5,38.5
1061,139,,,-10.75275462,3.3106017873,-1495.5,51.0
1062,125,-10.42170867,,-5.648241494,-2.899876777,-1494.5,28.5
1063,96,-11.35526316,,-8.91708521,-1.078777978,-1493.5,20.5
1064,98,-6.564448125,,-14.24880266,-0.422499123,-1492.5,34.0
1065,123,12.873515203,,-15.43197441,3.5729567594,-1491.5,38.0
1066,114,15.813746710999999,,-7.331789735,-2.394798292,-1490.5,29.0
1067,123,-17.62770563,,-2.212560741,-2.841733539,-1489.5,20.0
1068,150,-0.6034482760000001,,-12.51654725,3.2076098083999995,-1488.5,33.5
1069,104,1.6125557519,,-15.86684734,5.657653063200001,-1487.5,39.5
1070,131,-13.74507389,,-10.92600418,-2.49688618,-1486.5,29.0
1071,111,-4.37135308,,-7.892460405,-0.241767542,-1485.5,17.0
1072,120,1.0880030917,,-7.172552997,1.2748878215000001,-1484.5,21.5
1073,140,-5.923701209,,-11.7150279,-0.8148011340000001,-1483.5,28.5
1074,118,-10.35183435,,-10.24515256,-0.841455576,-1482.5,31.0
1075,136,-1.3765278840000001,,-10.74503714,-2.609337767,-1481.5,19.5
1076,125,1.7727272727,,-11.80090048,-1.360491968,-1480.5,11.0
1077,122,6.3916396103999995,,-10.48349512,3.1826536335,-1479.5,13.0
1078,126,-2.566712323,,-11.5475533,0.8624786437999999,-1478.5,8.0
1079,105,8.9088882622,,-12.45821812,-0.850235208,-1477.5,3.5
1080,129,-3.6637781169999997,,-11.47466568,-0.5833345639999999,-1476.5,2.5
1081,123,-5.662831116,,-13.44166006,6.456671160700001,-1475.5,9.5
1082,156,5.409649122799999,,-14.54407111,8.3767833426,-1474.5,9.5
1083,160,2.2613890718,,-12.05249808,-2.287478792,-1473.5,7.5
1084,121,-14.24257802,,-9.844707388,-0.7202888909999999,-1472.5,0.0
1085,157,7.4806451613,,-3.3474909939999997,-2.158919328,-1471.5,-6.5
1086,163,7.5176848875,,-11.73308998,-1.054343877,-1470.5,-4.5
1087,156,-3.483974359,,-14.38224965,7.484952840499999,-1469.5,-1.0
1088,136,-13.85337384,,-13.04833275,19.302411613,-1468.5,5.0
1089,155,,,-11.00085628,2.2131755016,-1467.5,24.5
1090,160,,,-3.525340218,-1.9501778319999998,-1466.5,12.0
1091,169,-7.257961783,,-10.73589111,-0.07547730799999999,-1465.5,20.5
1092,157,-21.29617834,,-14.80731968,-1.937098635,-1464.5,27.0
1093,172,-1.286624204,,-16.62057831,6.1301637832,-1463.5,34.5
1094,155,-5.150943396000001,,-17.52732435,5.3879924181,-1462.5,32.5
1095,186,0.7626582278,,-14.56128793,1.8156546739,-1461.5,30.5
1096,157,,,-6.029892039,-2.637489979,-1460.5,27.5
1097,168,,,-14.96370542,2.9108225359,-1459.5,33.0
1098,166,-6.723098492999999,,-14.51109104,-0.130696115,-1458.5,39.0
1099,140,-12.95187948,,-13.51277577,-2.793879467,-1457.5,36.0
1100,150,-3.637065637,,-15.55619314,-2.494098795,-1456.5,29.5
1101,156,6.2426221577,,-15.49433506,0.2210591039,-1455.5,30.0
1102,146,-8.908805031,,-13.951851399999999,-1.7945436869999998,-1454.5,35.0
1103,133,-8.218607677,,-15.08712218,1.8268904351,-1453.5,37.0
1104,168,-10.77044025,,-12.42349006,-1.062468961,-1452.5,38.0
1105,148,-8.159183284,,-13.19940042,-2.302241389,-1451.5,32.5
1106,157,58.473386857,,-2.664279852,1.4323428722,-1450.5,38.0
1107,155,23.471698113000002,,-1.215530869,-2.856228556,-1449.5,26.0
1108,121,-16.61875,,-12.1961426,-0.22597143600000003,-1448.5,23.0
1109,130,-13.0677984,,-13.35750817,1.9321853541999998,-1447.5,36.5
1110,135,9.5280898876,,-14.65211887,1.5144778449,-1446.5,41.0
1111,150,,,-17.72339696,-1.370575724,-1445.5,47.5
1112,138,-11.59351257,,-9.704553326000001,-3.206783925,-1444.5,45.0
1113,111,-3.55,,-7.0196282320000005,-1.949312248,-1443.5,32.0
1114,118,2.5573770492,,-6.711930859,-1.1695454570000001,-1442.5,30.5
1115,137,-4.444142066,,-14.23899536,-1.8313285240000001,-1441.5,35.5
1116,120,-20.390625,,-10.53260088,-2.024824699,-1440.5,30.0
1117,134,-16.35341117,,-12.66142638,-1.159367198,-1439.5,36.5
1118,117,-2.416561792,,-14.82455247,-0.534827603,-1438.5,39.5
1119,129,-17.29951705,,-12.01420797,-0.098352983,-1437.5,40.0
1120,133,-9.286231884,,-8.151538906,-2.460300065,-1436.5,30.5
1121,105,-5.824343297,,-13.1851484,-0.859397436,-1435.5,25.5
1122,104,-14.4375,,-1.6668472930000002,-3.8476693760000003,-1434.5,37.5
1123,116,-4.5559566789999995,,-12.01019444,-1.8885538819999999,-1433.5,30.5
1124,112,9.6971372804,,-17.09087934,4.8818527336,-1432.5,34.0
1125,129,-7.368038754,,-9.77271556,2.0732324896,-1431.5,34.5
1126,122,-4.420634921,,-8.215818804,5.1142078558,-1430.5,30.5
1127,119,-8.146875,,-5.624950424,0.6094686853,-1429.5,41.0
1128,132,-8.171875,,2.1166805071,-2.656236055,-1428.5,30.0
1129,129,-10.22463431,,-14.99711793,0.152697718,-1427.5,33.0
1130,119,-17.26973925,,1.3542629933,-1.150683926,-1426.5,34.0
1131,116,-11.58849032,,-9.699587523,2.9469127816000005,-1425.5,41.5
1132,125,-4.0993695180000005,,-15.61040019,5.2609741975,-1424.5,38.5
1133,116,0.8723397278,,-12.41767751,2.3162589772,-1423.5,37.0
1134,124,-3.258741259,,-0.47701502,2.4535864435,-1422.5,50.0
1135,99,4.3263773955,,-5.6031890010000005,-0.468106023,-1421.5,41.5
1136,132,-13.82261905,,-8.256018767,-0.6512286,-1420.5,32.0
1137,131,-6.062485037999999,,-5.037696368,-0.665396368,-1419.5,28.5
1138,135,-2.337931034,,-10.63248632,0.8126027043,-1418.5,38.5
1139,143,,,2.3354320019999997,-0.328392532,-1417.5,41.0
1140,120,-23.98271213,,7.790822729199999,-4.817035208,-1416.5,27.0
1141,149,-13.01396499,,2.1221993406,-1.765817253,-1415.5,29.5
1142,140,-14.52244516,,-3.12660187,-2.677263492,-1414.5,27.5
1143,114,-9.316326531,,-5.039261835,-2.657914925,-1413.5,21.0
1144,131,-11.70700637,,-2.875038228,2.1312731261,-1412.5,32.0
1145,124,-4.9535225,,-0.757634914,-1.84782932,-1411.5,24.0
1146,104,8.6212121212,,-9.533669702000001,2.445850524,-1410.5,20.5
1147,108,-4.827895569,,-10.21997627,4.3957555572,-1409.5,34.0
1148,115,-17.50431034,,-7.70019937,-1.3461353580000002,-1408.5,36.0
1149,135,-16.32558912,,-0.212174909,-2.189120986,-1407.5,32.5
1150,117,35.503184713,,6.1666234338,-2.4460060759999998,-1406.5,21.0
1151,100,-11.98482202,,0.7415543729999999,-1.972633165,-1405.5,11.0
1152,131,-13.91791045,,-7.075985159,-1.161730958,-1404.5,23.0
1153,119,-1.6727945069999999,,-2.629301981,2.2252952479,-1403.5,32.5
1154,122,-10.65535714,,1.1428832125,-2.358758546,-1402.5,24.5
1155,123,-0.587127662,,-6.401528967999999,1.2200456196,-1401.5,30.5
1156,133,-0.9632352940000001,,-4.867371741,0.5407109613000001,-1400.5,39.5
1157,115,-15.22445698,,6.5556657911,-2.3953222519999997,-1399.5,29.0
1158,121,-11.95588235,,-2.485263724,0.47174124009999996,-1398.5,30.5
1159,143,-11.2372549,,2.6964841504000003,-2.795862461,-1397.5,33.0
1160,112,-10.91551724,,11.309826717,-1.316657453,-1396.5,29.0
1161,99,5.705961429099999,,4.971184058,8.0793814439,-1395.5,29.5
1162,115,-10.75238095,,-13.63888477,1.1654829981000001,-1394.5,40.5
1163,113,-2.7558975830000003,,-10.31285445,-1.0160792159999998,-1393.5,46.0
1164,135,-3.815533981,,-12.97371857,-2.204203272,-1392.5,51.0
1165,121,-9.269222131,,-3.344101764,-0.462682751,-1391.5,57.5
1166,142,-13.06896552,,7.1499139951999995,-0.639767572,-1390.5,70.5
1167,127,-7.455959916,,-7.2520467889999995,0.5194969929,-1389.5,67.0
1168,112,-6.041666667,,1.3201987758,0.7201292629,-1388.5,65.0
1169,116,-15.72592097,,6.9348112874000005,-0.20232783899999998,-1387.5,57.5
1170,111,-9.194888179,,6.2453077082,-1.322577437,-1386.5,51.0
1171,126,-10.23886355,,12.950256354,-2.837488229,-1385.5,41.0
1172,128,-22.01666667,,5.8282485911,-2.212254802,-1384.5,36.0
1173,123,-8.632782535,,-0.897549435,-2.7090508669999998,-1383.5,26.5
1174,123,-1.056847223,,-7.214470839,-1.12770166,-1382.5,33.0
1175,114,7.9968653915,,-1.280026024,3.9937119555000002,-1381.5,47.5
1176,121,-0.9242902209999999,,-1.927528266,-0.819646152,-1380.5,45.0
1177,106,-7.88929042,,5.9924745338,-1.402979486,-1379.5,31.0
1178,111,-12.95176779,,2.2078906512,-2.480515718,-1378.5,31.0
1179,108,-9.698499067,,-0.20756118,-1.20663134,-1377.5,34.5
1180,126,-20.57911392,,0.26732105899999997,-3.45100637,-1376.5,33.0
1181,100,22.318374209,,-9.424235154,0.2863992052,-1375.5,35.5
1182,127,-1.328527485,,-6.173217977,1.2638940703000001,-1374.5,41.5
1183,103,3.2283394921,,-9.605623879,-1.743433742,-1373.5,41.5
1184,107,-1.5517241380000002,,-1.574392096,-2.350465471,-1372.5,41.5
1185,92,21.306864354000002,,-2.667274187,-2.2856502709999997,-1371.5,41.5
1186,103,-5.430379747000001,,-6.509019441,-1.1888330790000001,-1370.5,48.0
1187,127,-18.11215677,,-5.316757705,-2.901765267,-1369.5,38.0
1188,128,-7.338607595,,-1.83408762,-2.092243045,-1368.5,41.5
1189,99,6.7278481013,,-10.67716523,-0.628005316,-1367.5,43.0
1190,120,-10.61666667,,-7.155126631,-2.1764264030000002,-1366.5,38.0
1191,107,2.1322687438999997,,-4.976605193999999,-1.299484189,-1365.5,31.0
1192,118,-8.664615385,,-6.092936707000001,-2.3683555530000002,-1364.5,33.5
1193,92,-7.28070594,,-2.364282967,2.0352575946,-1363.5,46.0
1194,155,4.4123076923,,-4.320401949,1.5715503236000001,-1362.5,51.0
1195,125,-12.23371957,,-4.57467322,-3.04431987,-1361.5,41.5
1196,114,-13.21052632,,-4.537483471,-1.8730757390000001,-1360.5,36.0
1197,116,-6.629589905,,-4.240030458000001,1.7135439796,-1359.5,35.0
1198,155,0.4953846154,,-6.052940913,-0.44964066,-1358.5,41.5
1199,98,-3.057461781,,0.2597322167,-1.968026864,-1357.5,48.5
1200,103,2.4637223975,,0.9907424426000001,1.5276867494,-1356.5,48.5
1201,116,,,-1.370075964,-0.284133793,-1355.5,48.0
1202,106,-11.0683442,,3.0486187152,-2.296284927,-1354.5,39.0
1203,108,-5.001106528,,-0.7374977,1.1835786806,-1353.5,41.5
1204,114,5.5938461538,,-3.372779132,7.110025987,-1352.5,49.5
1205,113,-5.571353457000001,,-15.30723991,-2.606550627,-1351.5,56.0
1206,102,-11.68987342,,-5.501216221,-3.214895498,-1350.5,55.5
1207,103,56.300632911,,0.8889632919,1.5423624163999998,-1349.5,55.5
1208,112,11.054385965,,8.0840284276,4.7825024417,-1348.5,65.5
1209,118,6.318232119299999,,6.1666821522,0.6806474406,-1347.5,76.5
1210,106,26.54601227,,2.57841201,0.8487630263,-1346.5,76.5
1211,140,17.914197795,,9.4435202204,0.7231595179000001,-1345.5,75.0
1212,114,22.306962025,,13.219105244000001,-0.21846657100000003,-1344.5,73.5
1213,117,-8.932408557999999,,1.729097235,-2.177893055,-1343.5,61.0
1214,115,-5.466666667,,-5.323484784,-2.394270478,-1342.5,58.5
1215,116,12.2117341,,-7.190436404,0.5379060943,-1341.5,55.0
1216,101,10.225806452,,3.3504533507,-1.307281699,-1340.5,52.0
1217,119,26.546326404000002,,2.7546120299,0.5597370802,-1339.5,54.0
1218,117,13.737179487,,1.4077789813,-0.528824537,-1338.5,51.5
1219,116,-13.58266074,,8.9707071075,-2.210958375,-1337.5,46.5
1220,109,-4.825,,12.058151461,-1.118533595,-1336.5,51.0
1221,110,-9.042053767999999,,3.2382673924,-2.515645546,-1335.5,52.5
1222,114,17.877675841,,12.946907522,-0.596494247,-1334.5,62.5
1223,115,28.027445515,,22.974867524,-2.215110291,-1333.5,70.5
1224,125,43.90825688100001,,8.229733473,-2.6357675680000003,-1332.5,62.5
1225,109,-18.02994232,,-3.570243493,-2.887262288,-1331.5,43.5
1226,115,-7.842105263,,-1.5343762730000001,1.1648240495,-1330.5,49.5
1227,114,-8.56411373,,2.0767524031,-4.131795911,-1329.5,50.5
1228,109,-5.9746835439999995,,20.575153693,-2.108304651,-1328.5,54.5
1229,110,-7.568589931,,0.6442429514,-1.735670794,-1327.5,56.5
1230,103,16.395918012,,-8.414881621000001,-1.973069693,-1326.5,55.5
1231,131,-8.647693841,,1.7214231736,-2.59781409,-1325.5,66.5
1232,120,29.849768519,,5.3765476527,-2.7058114630000003,-1324.5,56.0
1233,92,24.763054641999997,,8.9034759022,-1.647227235,-1323.5,60.5
1234,133,-10.36085627,,4.1143548079,-1.746897695,-1322.5,62.5
1235,101,-18.2097102,,-1.870604401,-3.277039442,-1321.5,54.5
1236,102,-19.58385093,,-1.010136054,-2.857321132,-1320.5,52.5
1237,107,-16.80046111,,0.20440444870000002,-2.7933539960000004,-1319.5,52.5
1238,109,13.098137686,,-1.5942242269999998,2.076937846,-1318.5,57.0
1239,112,11.697448394,,7.446954224500001,2.3266950865,-1317.5,61.5
1240,126,-6.441717791,,2.9112818859,-2.179780652,-1316.5,56.5
1241,107,11.173776757999999,,14.357370252,-2.7135484389999998,-1315.5,59.5
1242,110,1.98125,,25.572434779,-3.116521285,-1314.5,63.0
1243,106,-7.326859663,,18.621484061,-4.697707272,-1313.5,62.5
1244,113,-11.17201903,,8.3397811625,-2.631752634,-1312.5,55.0
1245,110,5.7539036370000005,,6.8608413973,-2.469809499,-1311.5,53.5
1246,120,22.533333333,,4.1874456217,3.0855060368,-1310.5,57.5
1247,95,23.801567930999997,,13.264665349000001,0.1532110051,-1309.5,74.0
1248,140,46.56664807600001,,7.582551849700001,-2.4628917919999997,-1308.5,74.5
1249,119,68.001590855,,2.8004129564999998,-2.163735371,-1307.5,61.0
1250,114,-16.66071429,,-0.49256078,-3.090721432,-1306.5,53.0
1251,116,3.0299905032999996,,-8.25223738,0.7543366720999999,-1305.5,53.0
1252,123,11.590956418,,-2.192725139,3.0454181327999996,-1304.5,69.0
1253,117,11.578325002,,1.0935016428,-0.993326048,-1303.5,65.5
1254,121,5.5481927711,,-5.5210556539999995,-2.715817822,-1302.5,70.0
1255,114,-1.402400805,,9.07139168,-2.922278496,-1301.5,72.5
1256,115,-22.35741395,,8.9367185163,-2.7363805739999996,-1300.5,64.5
1257,103,6.6192995119,,6.0394292868,2.3182934563999997,-1299.5,65.5
1258,118,53.680981595,,24.520464795,-0.469758357,-1298.5,78.0
1259,125,25.170098196999998,,26.624631461999996,0.0206320789,-1297.5,81.5
1260,97,-11.220858900000001,,8.5131539238,-2.255815579,-1296.5,71.0
1261,100,5.8026125851999995,,11.854696830999998,0.7153821792,-1295.5,71.0
1262,102,15.961064175999999,,12.299984189000002,0.34728759600000003,-1294.5,74.0
1263,105,2.9211950844,,18.249922163,-1.293173074,-1293.5,78.5
1264,121,-7.077399381,,11.87279789,-1.269881876,-1292.5,71.0
1265,107,-2.96313408,,-4.809636331,0.7655732356,-1291.5,63.0
1266,104,-2.412298166,,-1.576532478,-1.50631942,-1290.5,69.0
1267,105,7.0798666349,,-4.158318945,0.10230913539999999,-1289.5,72.0
1268,112,-14.56140351,,-2.677530701,-2.7083326430000003,-1288.5,66.5
1269,118,-5.849364134,,-3.9509682010000002,-3.2062139989999996,-1287.5,65.0
1270,104,-10.67076923,,0.18278791149999998,-2.659721532,-1286.5,64.0
1271,112,2.6429435580000002,,1.0185959535,3.1943274319,-1285.5,69.5
1272,99,7.6700459648,,7.8549823242,1.3587577521,-1284.5,75.5
1273,101,8.6700459648,,8.6545796231,-2.015182926,-1283.5,74.5
1274,119,14.219642857,,5.7247222059,2.1069907834,-1282.5,72.5
1275,115,-12.8176841,,9.2978554289,-1.24969336,-1281.5,73.5
1276,97,4.9566563467,,12.84123791,-3.1725510989999997,-1280.5,80.0
1277,106,-16.25705644,,-2.748232343,-5.798521213,-1279.5,66.5
1278,97,-8.691860465,,7.5823006008,-0.556673039,-1278.5,69.5
1279,120,17.272174327000002,,23.607146451,0.2956694715,-1277.5,77.0
1280,106,22.26999484,,29.741943818000003,0.4333041892,-1276.5,86.5
